"","0","12","24","36","72","96"
"ACVR1",0.000161273856260381,0.000963434939950349,0.00176838485315783,0.00186508880557168,0.00116855057950998,0.000462046262391192
"ACVR1B",0.000983691708441423,0.00587648205152617,0.0107862823359173,0.0113761285285503,0.00712758748753305,0.00281825578368201
"ACVR1C",-3.12754084316066e-05,-0.000186837010436765,-0.000342939417626703,-0.000361693016929998,-0.000226614595572077,-8.96040426464493e-05
"ACVR2A",0.00133699952211512,0.00798710843512069,0.0146603367960741,0.0154620356094334,0.00968756751660179,0.00383047420372926
"ACVR2B",0.000339053677516655,0.0020254758582859,0.0037177611896872,0.00392106598625893,0.00245670058736972,0.000971382267369303
"AKT1",0.000704234430834946,0.0042070300774421,0.0077220031814488,0.00814427973604278,0.00510270842584983,0.00201761619916437
"AKT2",0.000406212855898993,0.00242667802159231,0.00445416740309383,0.00469774261211268,0.00294331877470861,0.00116379114089985
"AKT3",0.000421768996732795,0.00251960899179031,0.00462474251778844,0.00487764611723907,0.00305603505261045,0.00120835973250933
"APC",0.001831284582683,0.01093992159726,0.0200802249778418,0.0211783089777617,0.0132690353012137,0.00524659049029825
"APC2",3.0529843921277e-05,0.000182381585179469,0.000334761034714182,0.000353067436968497,0.000221210376863733,8.74667519894376e-05
"AXIN1",-0.00103335116014807,-0.00617314292990292,-0.0113308039386211,-0.0119504270338545,-0.00748740805909282,-0.00296052873104623
"AXIN2",-0.000869834888485934,-0.00519631443972185,-0.00953783489388695,-0.0100594099222717,-0.00630261228473961,-0.00249205913175544
"BMI1",-9.81128050610544e-05,-0.000586116334396015,-0.00107581677463387,-0.00113464758683443,-0.000710901019717507,-0.000281090996989104
"BMP4",0.00316478368581763,0.0189061191432875,0.0347021804893828,0.0365998640642403,0.0229312405957494,0.00906703665175449
"BMPR1A",-0.00290990863635233,-0.0173835213036869,-0.0319074516577819,-0.0336523060992808,-0.0210844806544326,-0.00833682558723219
"BMPR1B",0.000329705176968235,0.00196962714290266,0.00361525082758673,0.00381294989131197,0.00238896154933168,0.000944597954515243
"BMPR2",0.0020182401026685,0.0120567762177214,0.0221302119938912,0.0233403992641971,0.0146236695208728,0.00578221429831111
"CTCF",-0.00138881786998703,-0.00829666771551014,-0.0152285333825268,-0.0160613037127447,-0.0100630321342888,-0.0039789332301849
"CTNNB1",-0.000170605813711094,-0.00101918428613114,-0.00187071238072324,-0.00197301216654635,-0.00123616887752344,-0.000488782645844086
"DLX5",-0.00034908192631757,-0.00208538099241527,-0.00382771615212706,-0.00403703401775931,-0.00252935896497528,-0.00100011090161489
"DUSP9",-6.20240512593863e-05,-0.000370525555804852,-0.000680099209215394,-0.000717290144553618,-0.000449410355958074,-0.000177697379116794
"DVL1",-0.000598032161687746,-0.00357258752823844,-0.00655748376299718,-0.00691607881595228,-0.00433319263446659,-0.00171334884816263
"DVL2",-0.00067801614639392,-0.00405040460657971,-0.00743451709724667,-0.00784107287205873,-0.00491273773113151,-0.00194250201439394
"DVL3",-0.000219590154776496,-0.0013118097758487,-0.0024078273022502,-0.0025394990110602,-0.00159109495639102,-0.000629120645110974
"E2F1",-0.000848914570997533,-0.00507133579918719,-0.00930843719069486,-0.00981746760823551,-0.00615102591857638,-0.00243212190432819
"ESRRB",-5.75434381972485e-06,-3.43760005651575e-05,-6.30971523955169e-05,-6.65475292257966e-05,-4.16947251328952e-05,-1.64862822454304e-05
"ESX1",-6.56942291004209e-06,-3.92449455784986e-05,-7.20341260234573e-05,-7.59736824372349e-05,-4.76004313360784e-05,-1.88213163034455e-05
"FGF2",-0.00397568115462145,-0.0237503455310374,-0.043593757645877,-0.0459776759336886,-0.0288068046012483,-0.0113902404845314
"FGFR1",-0.00126547848058182,-0.00755984946718217,-0.0138761029563317,-0.0146349159410385,-0.00916934480923623,-0.00362556853171521
"FGFR2",-0.000662889315326145,-0.00396003716258545,-0.00726864794678968,-0.00766613274165787,-0.00480313086288472,-0.00189916267247775
"FGFR3",-0.00103920172246567,-0.00620809139018898,-0.011394951541061,-0.012018082838219,-0.00752979681615438,-0.00297728955237951
"FGFR4",-0.00132513432714384,-0.00791622811108356,-0.0145302364649574,-0.0153248201421385,-0.00960159670057602,-0.00379648109935179
"FOXA2",0.000395494299054656,0.00236264409922918,0.00433663317603995,0.00457378130782388,0.00286565208702255,0.00113308179913853
"FZD1",0.000263461955701665,0.00157389734741535,0.00288888847670017,0.00304686693216777,0.00190898076350865,0.000754812669469015
"FZD10",-0.000637664723680727,-0.00380934806542457,-0.00699205800152652,-0.00737441773983259,-0.00462036023394929,-0.00182689529049358
"FZD2",0.00073286402989972,0.00437806034134868,0.00803592991402559,0.0084753735779993,0.00531015163349768,0.00209963950433777
"FZD3",-0.0014415392429556,-0.00861162166044654,-0.0158066307372092,-0.0166710140701967,-0.0104450398974744,-0.00412997972843524
"FZD4",0.000479997172443582,0.00286745759979984,0.00526321889215953,0.00555103718711408,0.00347794094144848,0.00137518136988393
"FZD5",-0.000374738882934854,-0.00223865455365159,-0.00410905007588803,-0.00433375314533788,-0.0027152651863625,-0.00107361884389345
"FZD6",0.00197822674406047,0.0118177386629601,0.0216914587047156,0.0228776533530249,0.0143337408863463,0.00566757622445707
"FZD7",0.00246407095351149,0.0147201279391565,0.0270187939633987,0.0284963126629487,0.017854049551136,0.007059509883844
"FZD8",0.00140194785989462,0.00837510272056317,0.0153725003824541,0.0162131436471492,0.0101581656737631,0.00401654904506263
"FZD9",-4.38748312144564e-05,-0.000262105073092445,-0.000481093789187705,-0.000507402154172089,-0.000317907352261912,-0.000125700901930464
"GRB2",0.000956383831447663,0.00571334616774043,0.0104868463170873,0.0110603182117131,0.00692972014136351,0.00274001879818084
"GSK3B",-0.000406054713382783,-0.0024257323408345,-0.00445243201373125,-0.00469591232132518,-0.00294217200220774,-0.00116333802818524
"HAND1",0.000545123677447973,0.0032565166369141,0.00597733568414098,0.00630420524197495,0.00394983028836254,0.00156176697317102
"HESX1",-0.00188194386256715,-0.0112425560618703,-0.0206357109816079,-0.0217641717051883,-0.0136361013702057,-0.0053917287838989
"HOXA1",-0.000297359362328933,-0.00177639658953558,-0.00326057550369873,-0.00343887956778354,-0.00215459192024849,-0.00085192796740902
"HOXB1",0,0,0,0,0,0
"HOXD1",-0.000410650693692735,-0.00245318760967343,-0.00450282562446198,-0.00474906212329859,-0.00297547242650689,-0.00117650497727573
"HRAS",-0.000384997065634385,-0.00229993618141895,-0.00422153258008263,-0.00445238683520404,-0.0027895935562346,-0.00110300834255614
"ID1",-0.00352990658848723,-0.0210873294554773,-0.0387057915570172,-0.0408224125436953,-0.0255768315201324,-0.0101131055981749
"ID2",-0.0045277772097063,-0.027048515728095,-0.0496475491525886,-0.0523625180009106,-0.0328071571392222,-0.0129719839684331
"ID3",-0.00369125129838273,-0.0220511900239901,-0.0404749576683434,-0.0426883248792791,-0.0267458983378631,-0.0105753561413012
"ID4",-0.00242203488228211,-0.0144690068648422,-0.0265578612067396,-0.0280101739436048,-0.0175494649201624,-0.0069390764517753
"IGF1",0.000660467579394304,0.00394556957686867,0.00724209272487804,0.00763812564877283,0.00478558295431692,0.00189222452236818
"IGF1R",0.00139396999980225,0.00832744519227726,0.0152850250814379,0.0161208847301492,0.010100362102229,0.00399369387642866
"IL6ST",0.0051267566255262,0.0306267594741405,0.0562154151265624,0.0592895474575318,0.0371472103551439,0.0146880461057377
"INHBA",3.79900996720779e-05,0.000226949337256239,0.000416565023045562,0.000439344716616863,0.000275266677942703,0.000108840697022562
"INHBB",-3.0850018378882e-05,-0.0001842969169873,-0.000338276357681893,-0.000356775108893354,-0.00022353349446866,-8.83852724316814e-05
"INHBC",0,0,0,0,0,0
"INHBE",4.64722563104506e-05,0.000277620760981591,0.000509572528116269,0.000537438531349711,0.000336726166077628,0.000133142080112911
