,0,1,2,3,4,5
A1BG,0.8801854083383808,0.6191856235715801,0.9799001275470847,1.0500084605840978,1.7913197366083575,1.3830860221737376
A1CF,0.7706877743490869,0.48587655862669354,0.5989999334780676,0.8911965478312512,0.8196593059624119,0.7428319485333785
A2LD1,0.047481213745127246,0.059584017619850875,0.10359547276162084,0.07885774134893637,0.022436260559928266,0.12955474695190153
A2M,0.12122445433634049,0.04520616608166934,0.07627082640472584,0.08766883992212372,0.12293175577122831,0.12485153001263838
A2ML1,1.280812951956907,0.5374429524481514,0.8116510816728919,1.1967935809083126,1.0244828121482186,0.9393140128534567
A4GALT,0.04166577198448933,0.032638387440840584,0.12703177108140823,0.017273105796632465,0.038806400600103826,0.01972433122890758
A4GNT,0.0,0.0,0.0,0.0,0.0,0.0
AAAS,3.114340371201308,2.8922448046912486,2.598309170654788,2.8636875515818594,2.961375953541295,2.6640946856280476
AACS,1.9671531680412477,2.088440495178092,2.3488548402324914,2.043015754666879,2.2600263018724402,1.9500813519347175
AADAC,0.0019980026626730566,0.0019980026626730566,0.001998002662673056,0.0019980026626730566,0.013657780574482735,0.04894789984525799
AADACL2,0.0,0.0,0.0,0.0,0.0,0.0
AADACL3,0.15862478595358162,0.11156595600114771,0.11435875231116994,0.16400103182942025,0.14969322136341326,0.13735777651522227
AADACL4,0.0,0.0,0.0,0.0,0.0,0.0
AADAT,1.6527150540832665,2.2036946025327144,1.8248563189321987,3.1264007562156646,2.5126812537355754,1.8472585048184607
AAED1,0.27754937046899886,0.5623936155202602,0.5616515682109334,0.5911039981313619,0.34286461267472673,0.23555327563970574
AAGAB,2.284509795035462,2.4873230114264735,2.609936830238337,2.2547127821821666,2.4677665605787755,2.3941227559767095
AAK1,4.291828809104479,2.9865598970936382,3.6010835316284218,4.649992797634328,4.746858389160334,4.427356506965013
AAMP,3.756709852783019,3.6357211967826504,3.682842091880432,3.6430790934700568,3.2285206875824706,2.8469691999399185
AANAT,0.032592721028160125,0.027615167032973353,0.031496501157586364,0.04091667206236917,0.04167771324998172,0.03874339751816584
AARS,4.64792610497149,3.1560797261099784,3.5027803179844246,3.714881646669985,3.684910560917075,2.75607497996993
AARS2,2.35067791658319,1.273381225070274,2.179289626772687,2.988438484367056,2.615470943440932,2.1048952590119256
AARSD1,3.6144555172913595,2.981384854747967,2.8619399415885,3.9537085941142003,3.493796086624132,2.9111209257288375
AASDH,2.116465618916232,1.33847300440341,1.6843992726989039,1.7477507988567118,2.021369184930208,1.3015562740869053
AASDHPPT,5.024428759157131,4.652058000571739,4.557733351879279,4.700659914370128,4.388959131053922,4.048472229136
AASS,6.424907954383919,3.3662085249129645,2.951666608062146,4.712086397290751,5.2825695728994475,4.890586469122803
AATF,3.83599019895234,2.80679199930094,3.0725365356950656,4.549282246354929,3.2638440266058426,2.5981524990330374
AATK,0.11760942429315396,0.033322977844768176,0.013902905168991422,0.052769357916947174,0.07466196785503693,0.02273679368396414
ABAT,0.7530593089510879,0.5664023457526717,0.2883586272440956,0.22705406409974263,0.3172092876212135,0.3116855063126368
ABCA1,3.586025563450554,3.261471685978121,1.3948098866832115,1.6699664904809353,5.101032990417791,5.53097873052551
ABCA10,0.9947905725067366,0.551829641564242,0.49810138333194376,0.7802482484882769,0.7102540466554494,0.5033010014490117
ABCA12,0.07347223692160114,0.018493468281778756,0.0119285708652738,0.06964222604536442,0.08782909383444734,0.09077361180106526
ABCA13,0.6504556054729744,0.39561833186701295,0.5962974966934744,0.8467019084782167,0.707468120850483,0.5696623108059993
ABCA2,0.15518466899313282,0.014888612493750647,0.08653231702803808,0.03972071451024426,0.0649147290233677,0.1449092457865925
ABCA3,0.2997779388346089,0.3013711967069487,0.28258831625297665,0.040179529033038286,0.10543281905563785,0.12236897819392464
ABCA4,0.01093994003833436,0.03866596462892513,0.02133510963112429,0.0514766804297832,0.0459828524583514,0.18131822134976067
ABCA5,1.0980265811593162,0.40492875096297754,0.4226963688281804,1.2036680288663093,0.727045511193625,0.6509878145865197
ABCA6,0.0029955089797984794,0.00299550897979848,0.002995508979798479,0.012372859221170842,0.025187905486301548,0.0029955089797984794
ABCA7,0.4015543361946394,0.18370381886274417,0.31362957896542354,0.189510972338126,0.15550675966919641,0.3501421107711742
ABCA8,0.005982071677547464,0.0059820716775474654,0.005982071677547463,0.005982071677547463,0.016006069301674315,0.1323310230724783
ABCA9,3.023852735105935,1.7400308930718411,2.2552329535436786,3.383488217803003,3.501511963303034,3.229376602154582
ABCB1,0.10698483122722617,0.04175471315477481,0.061483306714954264,0.15968485318483014,0.05027278155767261,0.008959741371471904
ABCB10,1.5923079137595726,1.6261210582187942,1.929833066633183,2.773623992108101,1.7157200506427306,1.7203474099118974
ABCB11,0.003992021269537453,0.003992021269537453,0.003992021269537453,0.017884150584511937,0.09757015822884643,0.013421610761061705
ABCB4,0.10216689979061323,0.057630548832836685,0.04256467977609332,0.21265488239178026,0.14764515188079694,0.13331593732662372
ABCB5,1.4658803376409553,0.805750053806564,1.1374987247168857,1.6551760578224843,1.4471679615785706,1.3777838078524582
ABCB6,1.6205177831336288,0.9714636773754778,1.5829959907195537,1.9709998080623254,1.8004903901556342,1.5834976621388355
ABCB7,3.207567970812881,2.272507130172619,2.8775986536774867,3.0242726722828084,3.726019950789859,2.312795755596084
ABCB8,0.5581052870989418,0.5704053149411678,0.5805485281320021,0.9574484250633509,0.727791641453984,0.6235293678266379
ABCB9,0.09397570814259551,0.016005576196408786,0.309303522460404,0.10831385249226214,0.027784688193673166,0.043268342713912215
ABCC1,1.8354325862440963,1.7999670348741914,2.6103833030171057,1.9111875324553855,1.1518057659873917,1.2173804516299684
ABCC10,0.708841632132318,0.4309339189123994,0.836952683377603,0.7037947518328553,0.7577349006671925,0.6578883936384047
ABCC11,0.0019980026626730566,0.0019980026626730566,0.001998002662673056,0.0019980026626730566,0.001998002662673056,0.016834344750470315
ABCC12,0.003992021269537453,0.003992021269537453,0.06702732976983189,0.003992021269537454,0.07535069062193724,0.007623597865456737
ABCC2,0.11201837454916004,0.019423213284673467,0.016352531205758886,0.022549640028528068,0.020742944728651312,0.03175628309912582
ABCC3,0.05506682096883693,0.00299550897979848,0.002995508979798479,0.023592451811068938,0.002995508979798479,0.006575394701630594
ABCC4,1.4619936754261087,1.7253251598540806,1.4466470932081221,2.6652867174515062,1.3896061085710307,1.0655042319952304
ABCC5,2.76293771222792,2.3788144754331983,2.630229523503898,2.9139574309175384,2.378068256523079,1.968285669911158
ABCC6,0.25819444167736444,0.16661883427902607,0.4682099182843166,0.26350446859363186,0.6095116575344732,0.5782803871390714
ABCC8,0.16530458686193122,0.09406444950219806,0.005982071677547463,0.05130125927940149,0.025051605251061704,0.025469539881397503
ABCC9,5.191572915508744,3.4213347657359323,4.124821566588262,5.812825827452096,6.826868615332206,6.582241851744791
ABCD1,0.32924572052974976,0.24725994494222847,0.9197951602634848,0.8585574143457985,0.6944527795726737,0.7886813160092156
ABCD2,0.0,0.0,0.0,0.0,0.0,0.0
ABCD3,3.2048766102986317,2.6256562132833996,3.3884864130906958,4.015462059788482,3.1978716090918407,2.5934131565723555
ABCD4,3.5896126663912917,1.9999603307449227,2.3575391278483733,3.3282024307187092,3.762861162945798,3.163569413595923
ABCE1,6.332972594176955,5.995867737671695,5.557912086268987,6.318784844676253,5.293933469142171,5.084851095379336
ABCF1,5.031263630256372,3.9816730933139093,4.419465754880696,4.93580519044333,4.06775859758883,3.669778466913861
ABCF2,4.001405558258361,3.38401329889303,3.340891160011311,4.109901908620258,3.226489294101053,2.925061881582226
ABCF3,1.8394680520114357,1.1631823281919365,1.3066518741200448,1.8994106725387805,1.372825291997053,0.9746098653458876
ABCG1,0.41371556473197324,0.16839281355317226,0.12303846243934424,0.20842127665064136,0.3974342206130308,0.47603963678532585
ABCG2,0.036026822167369583,0.545505375505434,1.1420684721328769,0.6438833353845008,0.09136151523882,0.09514762215747295
ABCG4,0.01843122702163028,0.010939940038334359,0.010939940038334362,0.050107051844461625,0.22947941734226182,0.20288403691976437
ABCG5,0.007968169649176876,0.007968169649176876,0.007968169649176874,0.03220786830399426,0.02892761706353222,0.012631663924844562
ABCG8,0.011746188841430756,0.00299550897979848,0.002995508979798479,0.0104306677960079,0.002995508979798479,0.0029955089797984794
ABHD1,0.0444438393938998,0.003992021269537453,0.003992021269537453,0.01939672035678044,0.014912293927268823,0.003992021269537453
ABHD10,3.1483778313948134,2.3232413753855607,1.8469589920997505,2.803818876499559,2.807001931786923,1.739411090360514
ABHD11,2.4411302464690325,1.2876474028610116,1.974531891141854,2.6607384282721074,2.3714427284778163,2.0675689401791026
ABHD12,1.5810078982752354,1.1840757456663047,1.5354808833372533,1.0287430625654452,0.8106299391839792,0.7983497861059448
ABHD12B,1.1112566303220248,0.49211370570261986,0.9811001919034168,1.2400979738436027,1.3103910248266557,1.1322711651572797
ABHD13,1.9686865443279495,1.7035947910829032,1.3225149424828726,2.2670180227032835,2.1637547459915325,1.4495798973908682
ABHD14A,0.5634735743017654,0.385098985862747,0.35976741447267024,1.0932217637214046,0.9938527186232964,0.8500572175403058
ABHD14B,0.6935269660463526,0.3952227583065553,0.13779273967261124,0.306793202124182,0.3350847016105075,0.3077345252242021
ABHD15,1.4140109541536365,0.7059227090965396,0.9829977337274531,1.9208790345160003,1.6500824351010186,1.3369784303512915
